text,sentiment,group
bom homenagem vida poesia co rapadura bráulio   amo artista poeta,1,train
quase impossível imaginar fernandarodrigue falar palavrão kkk querer filmagem username,1,train
amor username volta quadro jogodepanela pra programa pq 1h aprender passar roupa,0,train
gostosura programa cair roger victor b Socorro,0,train
ai fatina crio tao filha pra chegar virar amiga foto emily desgostar videoshowaovivo,0,train
mir morphético,0,train
homem homem lavar louça arrum empregar pra lavar   vaiar alto moço,0,train
ajudar espalhar amor   correspondido   caos dor solidão twitter seguir retr quartadetremurasdv,0,train
decepcionar mirian sair,0,train
simbor assistir ep visto lir,1,train
lua linda,1,train
gnt ter apaixonar vitor b,1,train
username divertir som tchan fofa vanessadamato caixinhademúsicadvdvanessadamata,1,train
tá passar hora fazer reciclagem ana Maria Braga fátima bernarde péssimo apresentar noção encontro,0,train
eitar hoje pegar fogo literalmente kkkk,0,train
nao pq vcs estao tao abismado frase de esse homem eh diferença eh nao passar tv,0,train
  soberana   bom palavra encontro,1,train
edecasa mau programa tv tempo,0,train
população brasileiro aumentar desemprego massa violência mulher botar filho mundo poupeno,0,train
username drauzio varello tiozinho abortistar poço progreçyzmu ir assistir pra contar lacrada dar conversacombial,1,train
camiser Lindaaa username   tá gatão hj,1,train
retweeted jackie   yasashisugi _   lindar paola discursar defender Brasil bom brasileiro masterchefbr,1,train
levar ator pra falar frango passarinho poupem maisvoce,0,train
vitor ganhar ganhar coração  ,1,train
ana luizar ganhareu foco cara Leonardo pq comentário desnecessário delevcs mostrar,0,train
paolla linda Oliveira,1,train
username linr Carlos zar sev vilma amo Tb Miguel falabela,1,train
poder number minuto fátima,1,train
bom noite thomaz dançar,1,train
tchan infância todinhr lidar,1,train
legal,1,train
yoko fabrício preferido masterchefbr,1,train
odeio esquerdista merda,0,train
username ator excelente apresentador hahahar,0,train
Janete burra,0,train
gente fátima maravilhoso vontade guardar potinho pra eu videoshowaovivo,1,train
catrar cantar ciúme épico,1,train
madrugada triste    ,0,train
programa lixo voltatvglobinho,0,train
moments ver homem bonito reality ir começar assistir,1,train
Tiago leifert chato pra carai comer glúten frescura encontro,0,train
emocionante ver mãe username   feliz dia mães,1,train
q programa n manipular igual bbb entao sair justo,1,train
username tunico arrasar,1,train
tá top,1,train
amigo cara blusa preto tá dançar coreografia ir arrasar baladenha    altashora,1,train
caraca sobra geladeira tenso masterchefbr,0,train
programa tar mt bão thenoiter,1,train
puta merdo ver,0,train
arrasar cantar eli username,1,train
bom dia programa fátima ser hojeaté encontro,1,train
username resposta inteligente pra,1,train
dormir number 4hligo tv vejar ana Maria Braga mostrar monte gordice batata fritar gente  ,1,train
quase sao favorito,1,train
torcer pra equipevermelha gostar estilo liderança username dentre equipe tb    ,1,train
engraçar pessoa corajoso trás tela computador,0,train
machismo existir permitir existissefor submissa prova muito hoje ir destruilo encontro,0,train
entrevista Foda esclarecer muito sensacional    username,1,train
milagre mirer prova eliminação,0,train
masterchoro tô cair lágrima,1,train
username lindo   ,1,train
acordar soneca pra victor b eliminar preferio voltar dormir,0,train
ahhh douglas sair,0,train
parabéns username bom prova masterchefbr,1,train
equipe vermelho ganhar deliciar sabor vitória,1,train
victor b ter sair ter repescagem pra voltar   ,0,train
áudio pai voz maiara   maraísa mesa maravilhoso    conversacombial,1,train
prefiro distanciar pessoa pra soltar ta engasgar dai solto,0,train
amar pedacinho entrevista diva fátimo,1,train
hoje fiz janta legal ficar   ir mezanino,1,train
erick magya em e,1,train
amoo  ,1,train
thomá bonito altashora,1,train
manooo léo Stronda mt fodaaa kkk,1,train
ta lir prato yuko hein colorir,1,train
username carar tô triste causa Chris Cornell kid vinil,0,train
Jacquin falar belém limitar per sobremesa mano cara noção falar   masterchefbr,0,train
nar rei desconexo tema envelhecimento gênero mirer trazer pra realidade,0,train
favorito sair favorito agr mirian,0,train
Cadê sophia abrahão tá show salsicha,0,train
fofa maiaraemaraisanobial username,1,train
opa carar idiota homem homem lavar louça lir cair pinto lavar louça,0,train
feliz rodar som pião baú felicidade igual letícia spiller maisvocê,1,train
chefe vcs assustar,0,train
olá username adorar presença sar alve username Username,1,train
caraaalhooo,1,train
Fatima mostrar possivel bonito famoso sucedido digital influencer acordar cuidar filho videoshowaovivo,1,train
dougla amor deu,0,train
drauzio varello outro planeta car humano evoluir conversacombial,1,train
chorar c filho ivete sangalo vídeoshowaovivo,0,train
Tiê voz encantadora,1,train
tema programa fátima bernarde hj sensacional ir falar Amo p qyem importar encontro,1,train
programa hoje ta maravilhoso   rever casamento novela beijo vampiro,1,train
mônica iozi,0,train
alguém jogar leonardo mezanino masterchefbr,0,train
gente chorar junto vitor b  ,0,train
metido cozinheiro conhecer miúdo bovino pra aparecer tv masterchefbr,0,train
conseguir ficar parar jeito ouvir vanessa matta igreja cantar arca   altashora,0,train
vitor b mau cancelaaa,0,train
homem falar perante público macho number parede mulher gostar uniforme mãe coitada,0,train
volta mônico iozzi sofia ruim,0,train
tomar cu kkk,0,train
zapeei ver leifert quase vomitar tv manipulador nojento,0,train
username cachorrar bicho vitor b voltar masterchefbr,0,train
miriam pé saco bbb peoplar ser mirir ir ganhar q avó emily arrogante masterchefbr,0,train
bial tar legal pedrobial,1,train
morrer d amor dona ano,1,train
ana Maria unicórnio tá charme   maisvocar,1,train
administração infinitamente divertido q atualdigase passagem em é Joca voltasrtaiozzer,1,train
cara falar mulher trabalhar problema de ela pagar empregar gnt gnt educação coitadar mãe,0,train
sinto desprezo inexplicável piada comida vulgo animal morto masterchefbr posturar masterchef de eles,0,train
sandy mt maravilhoso socorro,1,train
delícer entrevista fátima bernarde realmente consigo tirar olho tv videoshowaovivo,1,train
saudade ver ídolo samalves convidar username username agradeço,0,train
padre fábio Melo maravilhoso pra ensinar padre ser padre conversacombial,1,train
acreditar em isso vitor,0,train
mãe amo,1,train
username querido vc ver machista   homem homem lavar louça amor deu em é,0,train
username voltar produção perder bolinho username,0,train
q coragem pra falar de esse rede nacional,0,train
celso casinha boneca   carinhadeanjo sbt,1,train
coração gestar amor,1,train
username torcia ir continuar torcer   teamdougla,1,train
vanessa mata socorro maravilhoso,1,train
educação mandar lembrança maisvocê,0,train
querer ana Maria Braga vester unicórnio,1,train
adnight voltar,1,train
mente dever to shippar Joaquim elvira moresss,1,train
ė gênio pequenogrande homem apaixonar fabricio encantar ver   crescer lir,1,train
outro comentário avulso esperar participação daniela mercury,1,train
namario pintar cabelo boneca mau cabelo de ela Maisvoce,0,train
amo jatobá goiás,1,train
assistar atrasar fiquei sentido saída vitor,0,train
bom programa,1,train
username ir sentir doce jogada cabelo tombamento masterchefbr,0,train
contar minuto masterchefbr,1,train
namario unicórnio roso interditar,0,train
pqr falar espanhol cacete nois esforçar pra entender desnecessario inglês maluminha,0,train
sofrer transtorno ansiedade legal,0,train
sandy lindo dói sandy,1,train
username perco amanhã,1,train
augustocuryr surpreender maravilhoso,1,train
claro porrar morar kkmkr,0,train
mano palar kkk pra rodrigo lombardi   ,1,train
sonho tomar café manhã maravilhoso ana Maria,1,train
pena receber spoiler tweet Timeline masterchefbr,0,train
username descobrir lançar riqueza pro mundo maiaraemaraisanobial username,1,train
gente muito ignorância falar precursora verdade irmã Galvão roberta Miranda Sula Miranda,0,train
dar chance username voltar cozinhar parar participar justo to acreditar arrasa  ,1,train
bastar pra eliminação pessoa gosto ter q ficar decisão favs,0,train
vestido ficar estranho sophia,0,train
mano velhar chata    masterchef,0,train
saudade país mina geral,0,train
a h querer abraço lua blanco marco Belutti,1,train
ir chorar,0,train
mandar sono ir assistir vidinha maiaraemaraisanobial      username,1,train
olho focar lacrador dançarino camisa preto representar tchan hahaha   ,1,train
maisvocê desliguei tv entrevista chato graça último tempo programa aguentar thaís gritar,0,train
cair sono louco pra assistir completo,1,train
suportar leo,0,train
maisvocê mulher bondoso ana Maria Braga comida banho roupa limpo mendigo novela novomur lir,1,train
ser único vida ganhar assistir   kkkr,0,train
Ja acordo susto ana Maria queimar mão,0,train
sensação vanessadamata querer   ta blaser,0,train
equipe azuulll Bora  ,1,train
      anavoltar ás panelaspassar roupa forte      morrer rir,1,train
username mano amor batom mar nomeee hahahar,1,train
juliano maluma arrasa homi     ,1,train
mãe márcia almeida mamãe amo feliz dia mães mães Brasil dia edecasa,1,train
passar nervoso hoje,0,train
amar fátima vídeo show venha    ,1,train
apaixonar vestido sandy,1,train
adorar username  ,1,train
filha vanessa mata ta pedir pra acabar cara de ela bom,1,train
entrevista drauzio varello   maravilhoso,1,train
realidade estupro doméstico triste estupro praticar parente vizinho conversacombial,0,train
encantar canção maldade afastar   ,1,train
vitor voltar repescagem mano aceitar grr,0,train
emoção vêlo cabelo cortar  ,1,train
ana Maria Braga viver sonho vestido unicórnio trabalho,1,train
último bapho abóbora tadinha username ser convidar username comia pedra,0,train
assistir username username saudade assistir programa Brasil,0,train
acabar vir niver dançar tchan amo tchan ir dançar pro resto vida,1,train
zeca pagodinho humano cara nota   ,1,train
Fernando bagunça masterchefbr,0,train
amor deu vitor arraza chance vc mau,0,train
bom malhaçao number sdds,1,train
vejo fernando cagar,0,train
padre fabio mello cantar tr bala ir chorar,1,train
cabeça de esse retardada feminista difícil entender   bene barboso,0,train
candidato prometer acabar fátima bernarde voto number,0,train
sangue ferve vontade,1,train
vontade tomar sorvete cachaça masterchefbr,0,train
ir dormir hoje,0,train
username torcer eliminação mirian masterchefbr,0,train
moço ta confundir ansiedade pontual doença ansiedade doença ansiedade horrível moço n Pré show legal,0,train
olhar galvão arrasar,1,train
quadro bom polêmico fátima bernarde,1,train
ana Maria apresentador corajoso respeitar maisvoce,1,train
sinto username,0,train
deusss mãe ridículo socorro,0,train
ambiente prova ser socorr,1,train
bom,1,train
hoje dia bombar twitter,1,train
passar agulha c   santo pai eterno douglas sair,0,train
chorar horror ver discurso paola nayane claro corte victor b guerreiro masterchefbr,0,train
maisvocê namario unicornio venerar progama,1,train
af Merdaaa hein,0,train
acabar rápido foda entrevista,1,train
gracinhar filho serginho   ,1,train
bial perguntar precursora sertanejo feminino responder irmã Galvão roberta Miranda conversacombial,0,train
música lindo Siena belle,1,train
username vc lindo    ñ abóbora,1,train
encanto vitor paola óculos,1,train
valer   novelão influencer,1,train
hoje username maravilhoso   ,1,train
abusar infância hj consigo falar assunto perdoar abusador q falecer,0,train
verdade    russo cubano sofrer barbaridadeagora perguntar família Castro sofrer,0,train
único participante importar eliminar dougla eliminar mentiroso truqueira profissional,0,train
assistir ver mulher lindo mundo,1,train
achar covarde mentir pra capitã ta medinho lindar saia Masterchefbr,0,train
episódio manoo,1,train
lindar username hoje masterchefbr hj,1,train
yukooo vc divaaa   kkkk ficayuko,1,train
capacidade gostar pior jesus conversacombial,0,train
voz Bebe               sotaque ai deu saudade domingolegal,1,train
Miga username cê ta ver   desmaia,1,train
monico lindamaravilhoso deusaaa,1,train
entrevista sensato username,1,train
eh impressionante ator entregá personagem nelso xavier,1,train
tchaaannn,1,train
to assistir fátima ir comer banana pra ve otimismo aparecer encontro,0,train
léo super sincero kkk,1,train
ansioso começar,1,train
história amor Nando rei mulher eh linda casar ficar separar durante number ano casar,1,train
emoção,1,train
Concordo username   mtor pauta   laura carneiro Tb ta falar hj lauranafolha,1,train
relógio tar adiantar 1h tar louco começar,1,train
hh username ter enlatado voce cozinhar transformar certo          parabéns,1,train
aaachar,0,train
problema trouxa,0,train
masterchefr hoje igual game of Thrones reviravoltar possibilidade forte emoção masterchefbrasil,1,train
tema importante Democracia comunicação popular bom,1,train
Jacquin fofo canso falar conhecer eleee,1,train
educação mandar lembrança,0,train
olhar gigantossauro masterchefbr,0,train
a h vitor defender amado lir,1,train
hoje masterchef   ,1,train
jacquin fofo dizer q ir chamar gatinha ajahahahhahahahhaha,1,train
bom batalha naval   quadro piada Cruzis,1,train
username comer dogão balar comigo lindo   username,1,train
amo novela ja atrasar várias pra ficar assistir novomur,1,train
mchefvitorb cortar super gravemente mão cortar mandioca levar sinto atacar   ,0,train
Tiago leifert perder resto credibilidade q ter sujeira enganar telespectador Bbb,0,train
menino sorte number ano adotar aproveitar família amoroso,1,train
estranho q qnd alguém italiano francês ador agr yuko xingar comida tailandês stop,0,train
rei catra,1,train
galinhar    ahahhaaho q fofinha kkk,1,train
username aeee ta Foda   assistar dia,1,train
maluquice,0,train
ana Maria apresentar programa vestir unicórnio querer vida,0,train
eever porra,1,train
adorar cibelevai botar pra quebraradoooro,1,train
ridículo namar brigadeiro bom atardeesua,0,train
madrugada aula história diferente bial cia samba poderaopovopreto,1,train
sandy cantar bom música sertanejo Brasil evidência verdade temmm saudadeee,1,train
tomá fofo altashora,1,train
olhar mimo cozinhar eliminação pancar mirian léo mezanino trágico sair sópordeu,0,train
orgulho adriano,1,train
finalmente username,1,train
show fé ta forte pra eliminação miriam   amém começar Logooo,1,train
homem ajudar coisa casa vangloriar tornar normal encontro,0,train
username fico encantar qdo vc apresentar sar alve username chamalo redeglobo,1,train
permear humor sábio palavra irmã galvãor,1,train
nao passar iludi,0,train
tô achar q jesus voltar padre cantor conversacombial,1,train
ain namaria falar abóbora thaís ninguém comer hein,0,train
sardinha ficar jeito   horror slk,0,train
serviço executar técnica tempero usar sequer tocar pessoa redor gritar apressar masterchefbr,0,train
galvão rainha fã de esse,1,train
muito emoção pra master chef masterchefbr,1,train
interessante hj,1,train
dizer q muito mãe machista machismo persistir xingam tar prova hj,0,train
corte vitor doeu mundonervoso caraio kkk,0,train
yuko bom viado gente pedir masterchefbr,1,train
tomar quase namorada continuar chuter cara nao conseguir ensinar pra cabeça minhoca encontro,0,train
casa casa amigo arrumar mesa maisvocê,0,train
maridooo ir pisa kkk caixinhademúsicadvdvanessadamata,1,train
ana luizar sair parar nam urucubaca,0,train
nenhum amigo pra conversar pra falar bbb,0,train
hoje tar farra boi,1,train
pqr hoje ansiedade tá pra mimo Username Username Username username,1,train
maravilhose  ,1,train
sophiar abrahão dar surra simpatia mulher maravilhoso   videoshowaovivo,1,train
catra ta falar serio papo deu   ver falar ta evoluir,1,train
odeeeio sardir,0,train
moqueca branco respeitar capixaba masterchefbr,0,train
pra eu claudia raia lindo ótima atriz,1,train
lindo pasmanter doce maisvoce,1,train
ótima assustadora entrevista dráuzio varellar,1,train
precisar emagrecer perfeita maiaraemaraisanobial username,1,train
ver reviravolta jogo mortal,1,train
vanessa mata,1,train
fátima cortar cabelo ficar bom pra vc,0,train
acreditar dougla sair aaa,0,train
toma dançar gracinhr rs,1,train
ter mandar mezanino pro infernooo gente chatar masterchefbr,0,train
fogaça medo tesão masterchefbr,1,train
ir bom programa username,1,train
admirador username dialético pensamento vida fé conversacombial,1,train
owww homem lir iluminar inteligente padre fábio Melo conversacombial,1,train
léo régis vender quentinha ser félix vender hot dog,0,train
edecasa esss frio   cafe quente    ,1,train
adorar assistar dias memória nacional Miguel bom,1,train
coxinha felicidade,1,train
Thomas graça criança lindo,1,train
ouvir tchan ver serginho tá micro participação,0,train
frango passarinha username namario,0,train
único personagem Dan stulbach gostar bater raquel adorer trabalho,1,train
username chorar lindar interpretação eli parabéns   conversacombial,1,train
hj bom ep temporada,1,train
acordar som anjo voz perfazer amo saulo edecasa,1,train
tomar mirer saia,0,train
tó morto ana Maria deitar pro ciclista pular kkk,0,train
voltar victor amor deu,0,train
bom episódio temporada fechar chave ouro mirer sair chore ops oremos  ,0,train
adorar passar tarde vcs Bjs,1,train
amo sério,1,train
hj pessoal     masterchefbr paixão  ,1,train
username mandar brigadeiro pessoa maravilhoso gostar maisvocê,1,train
bela neném sala ca ra benza deu nenhum porcento coragem,1,train
number população carcerário termos absoluto number primeiro país   populoso q Brasil discussão necessário conversacombial,1,train
hoje tá top,1,train
saudade programadojô arte entrevistar entreter pergunta lição casa,0,train
Fatima lindo,1,train
tô adorar programa,1,train
ninguém mirian equipe pq ser,0,train
capeta,0,train
username querer assistir paguei vivo    sinceridade,0,train
nao to,0,train
dougla voltar repescagem macumba forte,1,train
gente assistir masterchef pra louco q aflição masterchefbr,0,train
hoje  ,1,train
olhar nenem mo deuuusssooo,1,train
moça plateia ja falar mandarim santoro espanholzinho fluentenooosaa,0,train
vitor plot twist semana passado pra sair hj ah ir,0,train
olhar pintoso time azul rs dar vario pitis Capitã ahahaahahar adorar masterchefbr Masterchef,1,train
deprê mulher cantar pra combinar segundafeira,0,train
programa bjs especial saulo ivetepharaoh salvador,1,train
deussocorro,0,train
nandorel maravilhoso ouvir música q falar coração,1,train
mãe pobre coitada vida cão marido filho face de ela sofredor,0,train
malumir gatooo ja casar filho,1,train
cortar fátima ganhar,0,train
vcs falar mãe namorada ouvir ficar calar ranço encontro,0,train
mãe acreditar ruim mau pedófilo cuidado machismo velar encontro,0,train
fogaça ameaçar yuko,0,train
mirir mulher tá fazer valer pena assistir masterchef ser achar ter barraco programa,1,train
fabrizio q merda vc ta fazer masterchefbr,0,train
hh increditável amador   pessoa comum sintamse atrapalhar sardinha peixe comum barato,0,train
de aqui Eduardo muchar macho interromper conversa dizer homem homem chorar encontro,0,train
ansioso    nuncaaa   ,0,train
quase chorar hora falar nome vitor b masterchefbr,0,train
geração nascer number mto retrógrar n modificar cabeça atrapalham criação d neto,0,train
username tia mônico amo,1,train
música aguentar essaaa,0,train
assunto bom          ,1,train
lembrar hoje dia dia dormir manhã,1,train
coração username guerreiro vc conseguir to torcer vc,1,train
nome jesus eliminar crush nome jesus,0,train
certo yuko ganhar coração Brasil,1,train
ameir tema mt parabéns,1,train
tomá bonitinhoto apaixonar,1,train
cara fdps cara cozinhar sozinho frente mundo gritar aa,0,train
achar falar merdo público personalidade encontro,0,train
cissa bianca tia mônico juntar risar certo bom pessoa       edecasa,1,train
sandy cantar ch x ser alguém impossível vida,0,train
acabar    maiaraemaraisanobial,0,train
tomar timeazul perca masterchefbr,0,train
a h mano acreditar username sair eterno crush   ,0,train
levar fordo pra casa,0,train
tombar bial,1,train
chamar mirian gente ja ficar lascar lascar lascar Ahahaha,0,train
senso ridículo mandar lembrança islândia visto,0,train
galerar tá atuar legal hein,1,train
tô chorar junto vitor masterchefbr,0,train
hoje vanessa mata canto alta hora apaixonar morena devora charme cascata altashora,1,train
number show maiara maraiso pagar cerveja cantar dançar,0,train
dia torcida mirer daia,0,train
acreditar mozão deixar masterchef,0,train
ser assessoria pra expressão utilizar verdade sotaque     pqp,0,train
sofia lindar,1,train
vontade comer chefe cozinha ana Maria Braga,1,train
username sair tombar    ,1,train
morro rir maiara vergonha maraisa kkk username,1,train
perceber ápice tpm chor mary help,0,train
socorrooo filho serginho dançar   fofooo,1,train
belo merda babaca cara hein,0,train
nego vira chefe,1,train
amar temporada   ,1,train
cês ver cara dançar tchan aplauso pq merecer,1,train
username segurar sono pra ver maiaraemaraisanobial,1,train
aflição deu,0,train
ver leonardo ferrar preço,1,train
cibele arrasar lindonavídeo show bom,1,train
irmã galvãor dia programa,1,train
coitar vitor b,0,train
irmã galvão maaaraao  ,1,train
to chorar homenagem pra fátima merecer amor mundo   videoshowaovivo,1,train
perdir acreditooo,0,train
acreditar cara prato complicado mão praticamente number minuto sair,0,train
bizarra saída pro bloco cancelar hahahahaha,0,train
linr filho vanessa mata velho arrasar ein homem  ,1,train
caracar pensar paolla alto kkk lindar d,1,train
username ótima falar parto rsrs doer altashora,0,train
torço pra yuko q unico nao ocidental master chef,1,train
amo paola ir defendêla eternamente,1,train
emocionar serginho Groisman Thomas fernanda q família lindo altashora,1,train
Pedro bial baita tiozão dramatizar meme,0,train
presente aniversário maiara maraiso parabéns globo programa incrível ar  ,1,train
prever lindo hj,1,train
chegueir chorar assistir canceriano pisciano,1,train
fátima cabelo liso neném amo    ,1,train
Leonardo nao dizer mirer ir lacrar masterchefbr,1,train
username ob ir perder hoje zeca pagodinho evento imperdível,1,train
sair nayane deixar vitor b,0,train
acreditar hoje sair miriam taize escrever nome Peste,0,train
filho serginho fofo,1,train
filho serginho Fofo,1,train
fátima ta mto oprah distribuir presente pra platéia,0,train
ana Maria Braga unicornio kkk dançar kkk,0,train
coração aguentar time azul eliminação precisar conseguir terminar,0,train
qq acontecer brasel masterchefbr,0,train
karalhooo morri ulti,1,train
ah educação pra homem,0,train
lmao ilustre carinhoso cuidadora animal paola cozinhar participante honr alimento conceito masterchefbr,1,train
dougla repescagem masterchefbr,1,train
mulherar ficar ciume,0,train
ta mortooo   lixo virar programa,0,train
amor Inês brasilmiriar ralar hoje,0,train
meta vida pro username,1,train
ta bom falar relacionamento idade adorar,1,train
arrombar inglês arounbadr danilo gentili bom pessoa,1,train
to gritandoo vitoorrir,1,train
Bráulio bessar arrasar   mãe,1,train
bonito apresentadora rede globo   ,1,train
farinha bragança casa metade familia   masterchefbr,0,train
deu perdoe padre gato porra,1,train
episódio cheio emoção chance mirian rodar achar sair menino Sobremesa loka,1,train
gente clipe inédito aquarelar ir morrer saber aguentar em é ô deu   ,0,train
fiquei peninha fernando Jskdkdkkdmd,0,train
guento chorar gente socorro,0,train
parabéns amiga sheron menez enxoval pra Ny amigo preciso brusinha encontro,1,train
deu filho serginho fofa mundo,1,train
hoje hahahar matar emoção,1,train
mulher chorar sentir saudade kkk pepekachora Mrcatra ocaraépika sempredandoaular,1,train
Léo Lins completamente  ,0,train
to aer reação,0,train
awnnn musica jairzinho username simples desejo lindar,1,train
prefiro homem velho impedir novinho  ,1,train
assistir atrasado costume youtube,0,train
ir livro p baixar tristeza ver pq saga q ler livro fisico td diferença,0,train
username tar menininho hj   cantar continuar,1,train
Leonardo querer ana luizar ser eliminar prato de ela bom  ,0,train
chorar,0,train
cancelar episódio hoje,0,train
username diretor dar ordem pra nao dizer visita vc entrega kkk,0,train
emocionante programa bicho,1,train
vitor vc conseguir,1,train
michelle bebe,0,train
vanessa mata maravilhoso em é gente querer bom amiga mulher,1,train
olhar maiara dupla maiaro maraisa mandar beijo pra vc username Hahahaha,1,train
acreditar,0,train
coxa moço maisvoce,1,train
prato vitor ficar horrível,0,train
carismar menina lindaaa sophia,1,train
alguém avisar ngm aguentar mirer,0,train
  sophiar abrahão completar    ,1,train
paola morrer preguiça Nayane,0,train
username oi serginho querer ídolo sar alves username pedido fã   username,0,train
João Vicente Homão,1,train
n crer q eliminar vitor,0,train
nar rei fofo jeito falar esposo aaa    ,1,train
migãor lokão desliga telefone     username originalidade atendezecar,1,train
username pedir pra hahahha username mostrar vestido costa,1,train
marco zueira mitar         username,1,train
selinho irmã galvão pedir pro Tiago hahahahaho   ,1,train
owww Bela Gil graça sal   ,0,train
username chegar atrasado lindar chegar atrasar parecer zumbi,1,train
Levei spoiler cara pqp pro inferno,0,train
mudar nome programa conversa ana Maria Braga     maiaraemaraisanobial começar Logooo treeem,0,train
famíler lind encontro,1,train
amer username medo de ela pra imaginar passar cabecinha   masterchefbr,1,train
Joaquim otaviano adulto impossível,1,train
username ta maravilhosaa deu amo mulher,1,train
assistir username tá ficar forte blusa ficar pequeno Pega leve,0,train
to acreditar crush username eliminar deu ser terça Masterchefbr justice4crush,0,train
username lindar,1,train
maluma lembrar anitta desculpa jjkkk,0,train
peguir mirian joguem prova eliminação ninguém ferrar pqr gostar de ela chato,0,train
Leonardo muito gente sair gente ta fazer de ele embuste,0,train
masterchef emocionante assistir clássico cruzeiro vs atletico    masterchef,1,train
top trending hora pra começar pisar,0,train
grito filho giuliana terra nostro nichola prattescar lindinho    vidêoshowaovivo,1,train
gravação falar poder acalmar participante hora acidente,0,train
fátimar bernarde completo precisar semana pequeno pra encaixar talento,1,train
adoção incrível,1,train
serginho filhinho de ele lindinho   ,1,train
prova eliminação hoje unico prato tentar comer yuko sardir bléhr,0,train
mirer saia hj,0,train
vitor sair pqp,0,train
perda enorme Nelson ota engraçado iozzi junto   gente seguir instagr username,1,train
username sair sinto órfã,0,train
enfim ingrediente gente almoço amanhã,1,train
time ficar garantir bife tá céu frango ficar delicinha,1,train
misericórdiar leonardo falar livro dormir biblioteca chato masterchefbr,0,train
Joaquim lopez programa errar falar ler porra telepronter cara conseguir nuss muuito ruim videoshowaovivo,0,train
achar q ruim pro azul,0,train
edecasa ano furtar chato pra caralho aff,0,train
sapão,0,train
tá assusto muuuito importante mundo precisar,1,train
conhecer par culinária rico regional bom reconhecer invés falar Besteira masterchefbr,0,train
oq de esse perspectiva maravilhoso q username mostrar religioso  ,1,train
menino Novela terra nostro nicola pratte beijo amo vcs,1,train
forte emoção,1,train
nariz maluma quilométrico kkkk lir thenoite,1,train
Aaa username lindar      ,1,train
username tô chorar mãe lembro de ela gerar cara bacano  ,1,train
sofia youtuber lindo  ,1,train
entrevistar hoje sensacional falar estatuto desarmamento,1,train
namario deselegante visita maisvoce,0,train
história bêbar bom quadro   thenoitar username username   ,1,train
gente equipe azul desorganizado,0,train
ficar pro historia ator Nelson xavier videoshowaovivo,1,train
equipeazul gostar ana ir neutra,1,train
anaaa username,1,train
hoje Brasil torcer victão   masterchefbr,1,train
bial divino pe fábio Melo falar amar conversacombial,1,train
senhora number ano cheio vontade viver number idade de ela dormir encontro,0,train
gente thomas sábado programa,1,train
ano tá render assunto abóbora enfia abóbora cool Louro porrar velho chata Maisvoce,0,train
ir continuar reclamar hora q começar duração assunto render n ser passar voar,0,train
username juntar Masterchef lutar,1,train
   username   lindo,1,train
ir passar vergonha programa passar username,0,train
coração partir saída username,0,train
triste tirar dougla ter mirian opção,0,train
cissa narrar kkk igual nota falecimento carro funerário kkk,0,train
username Username programa maravilhoso espíritar mt fã padre fábio palavra sábio,1,train
hj q sair mirer aff,0,train
homem homem lavar louça piroca lavasser louça mulher ir querer macho bb,0,train
crush eterno João Vicente   melhora gastrite hahaha,1,train
mãe retardar de esse ne amore,0,train
começar bom programa madrugada username,1,train
gente olhar username   lindinho   username,1,train
mau ficar casa hora almoço vídeo show pra tirar otaviano videoshowaovivo,0,train
tadinha Nana visivelmente abalar,0,train
gracer criança deu,1,train
assisti episódio asbrasileira glória pir ser mãe ana antonia legal vídeoshowaovivo,1,train
absurdo mirer ficar técnica criatividade comida feio,0,train
nervoso,0,train
fátimar bernarde feio pra caralho kkk,0,train
maluma homao porra slk,1,train
vitor b sair mirian leonardo lánao gente pedir,0,train
preguiça de esse cantor sertanejo adorar música marco belutti tbm gostar simpatia de eles,1,train
pqr Raul existir  ,0,train
hoje ta hahahahaahahaha ate username ta la,1,train
Canal multishow pra rever username bom username username     ,1,train
Léo lins loco sóbrio imaginir chapar entao   kkk drunkhistoryr,1,train
rei arthur em i eu thenoiter,1,train
culinário norte pisar,1,train
manoo ser q pra alguém errar acertar léo,0,train
admirador dr drauzio varella li   estação carandiru   ler trabalho de ele,1,train
adorar username querer amigo de ela mulher incrível humor divo,1,train
vitor,0,train
kkkk amar irma galvão   adorooo  ,1,train
maiaro Maraísa  ,1,train
total carisma simpatia atriz fátima,0,train
episódio pênis ficar duro mandiocar ficar dura duro username eliminar,0,train
amo amor mãe discutir altashora   mary help   ,1,train
pq leonardo mirer pq único pessoa inveja,0,train
Belagil cocô   merda,0,train
antônia moral salto alto,1,train
gostar quase mundo,1,train
time azul morto    ,0,train
estômago pra escutar caso abuso sexual infantil corrói,0,train
nicola criança lindo aliás continuar ser,1,train
joca tá corda    ,1,train
esperar q username pergunte tânia q manter mesmíssimo rostinho corpinho nalva impressionante,1,train
unico semana   semana   terçafeira 3,1,train
sério cara ta falar existir racismo expressão ovelho negro parar racismo encontro,0,train
veia assanhar beijar username invejaaa delaaa,0,train
chay chay em é ingrid enter,1,train
amar leonardo temporada passado compensação temporada deu programa odeiar,0,train
merecido username ficar guerreiro Foda,1,train
adorar vcs vcs joco lir maravilhoso bjs,1,train
masterchefr personagem descartável,0,train
lembrar q hoje                            começar Logooo   ,1,train
dia triste nelson xavier morrer   conhecer,0,train
fico tenso ovo mãe olhar imaginar cozinhar pra gente ir treco,0,train
hoje Brasil coração boca,1,train
