id,hashtag,votes,hard,sentiment,group,text,repeat
865064069618905088,#ConversaComBial,[-1],0,-1,train,odeio ser ansiosa,False
862148901670985728,#masterchefbr,[1],0,1,train,ai que tudo vitor B vai cozinhar anciosa 😍 😍 💥,False
864780542134411264,#masterchefbr,[1],0,1,train,única vantagem do vitor B ter saido ontem do masterchef nao vou me atrasar pro serviço mais,False
862152075689549824,#masterchefbr,[-1],0,-1,train,to quase chorando,False
862710845469581312,#masterchefbr,[1],0,1,train,ja que é pra tombar tombei,False
863399509463887872,#édecasa,[1],0,1,train,#EDeCasa bela matéria sobre azaléias e saúde canina ingrid guimarães guerreira maravilhosa explanando sobre assunto tão delicado p ela,False
864342065387261952,#ConversaComBial,[1],0,1,train,santoro com NUMBER anos nem parece né lindo USERNAME,False
862151430144131072,#masterchefbr,[1],0,1,train,esse mezanino vai cair pke tá O PESO #MasterchefBR,False
865574781797707776,#encontro,[-1],0,-1,train,O CANDIDATO QUE PROMETER ACABAR COM O DA FÁTIMA BERNARDES TEM O MEU VOTO EM NUMBER,True
865051012536643584,#TheNoite,"[1, 1, 1]",0,1,test,MR catra é demais vei kkk que isso,False
862296165408264192,#encontro,"[1, 0, 0]",0,0,test,#Sandy no já já,False
865566838738083840,#encontro,[-1],0,-1,train,machistas não passarão que mãe é essa ranço viu ! #Encontro,False
864529954498916352,#masterchefbr,"[1, 1, 0]",0,1,test,HOJE TEM,True
862150812625235968,#masterchefbr,[1],0,1,train,USERNAME tem mais torcida que o corinthians no paulistão cara sério,False
863001140748840960,#maisvoce,[1],0,1,train,E esses milk shakes no ? Q U E R O,False
864687850499051520,#masterchefbr,[1],0,1,train,USERNAME USERNAME USERNAME #FicaYuko rainha,False
864937416435650560,#masterchefbr,[1],0,1,train,fui assistir o agora e a equipe azul tava gritando eu acredito nem precisa dizer que perdeu né esse trem é sério,False
865179462123614208,#maisvoce,"[1, 1, 1]",0,1,test,que homão lindo da porra esse USERNAME,False
865061876941586432,#TheNoite,[-1],0,-1,train,só rindo desse programa 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂,False
865048358972522496,#TheNoite,[0],0,0,train,CUIDADO PRA NÃO ENGRAVIDAR USERNAME,False
864678118266740736,#masterchefbr,[1],0,1,train,taca as sardinhas no fubá frita e tá pronto o prato,False
863045297957732352,#encontro,[1],0,1,train,a casa é sua pq ñ chega agora até o teto tá de ponta-cabeça pq vc demora #ArnaldoAntunes USERNAME USERNAME,False
863085046718189568,#videoShowAoVivo,[-1],0,-1,train,acho que a sophia ta assistindo muita coisa de vampiro pra ter esses NUMBER anos de espera kkk,False
865274568788893696,#videoShowAoVivo,[0],0,0,train,NUMBER - globo NUMBER SBT NUMBER record NUMBER #VídeoShowAoVivo #FofocalizandoNoSBT,False
863085465255202816,#videoShowAoVivo,[1],0,1,train,eu acho que a criança é o nicolas prattes,False
865068455917219840,#ConversaComBial,[1],0,1,train,augusto cury é fodaa ótimos livros,False
863040622424449024,#encontro,[1],0,1,train,chorando aqui com matéria sobre adoção SIM só quem não pode ter filhos sabe a dor que se passa #encontro,False
862512868541042688,#TheNoite,[1],0,1,train,MALUMA NO MEU DEUS QUE HOMEM <3,False
864953673830543360,#videoShowAoVivo,[-1],0,-1,train,seria mto bom ver fátima e bonner juntos novamente vendo essas cenas no dá uma dor no 💔 💔 💔,False
862146407238709248,#masterchefbr,[-1],0,-1,train,só falta fernando sair agr tbm se fuder em,False
863579429058080768,#altasHoras,[1],0,1,train,mas que criançaaa linda deus um amor 😍,False
865585908610994176,#encontro,"[1, 1, 1]",0,1,test,muito bom eu adoro as poesias a alegria e energia das irmãs galvãoe aprendi mais uma com o thiago #fail,False
862677101257916416,#encontro,[1],0,1,train,com um carro desse eu tbm viajo a américa latina #Encontro,False
864678167621107712,#masterchefbr,[-1],0,-1,train,aiii tô ficando nervosa,False
864600310886608896,#masterchefbr,[1],0,1,train,hj é diaaa já estou ansioso,False
864841377645035520,#encontro,[1],0,1,train,KKK amei,False
865267693183696896,#videoShowAoVivo,"[1, 1, 1]",0,1,test,jô penteado no SOCOROOO ❤,False
862163408573038592,#masterchefbr,[1],0,1,train,pode shippar o USERNAME e a USERNAME <3,False
863004306471079936,#maisvoce,[1],0,1,train,saudades de acordar cedo pra assistir É tão bom ver ana maria .,False
863390504439959552,#édecasa,"[1, 1, 1]",0,1,test,tia mônica tá lindona ! ! 😻 💙 #EDeCasa,False
864485499959992320,#encontro,[1],0,1,train,tô vendo eu deixa meu bigode quem nen o do #marcos da banda USERNAME ✌,False
864652889188429824,#masterchefbr,[1],0,1,train,ja me preparando pra ver a mirian sair hj,True
864697738855944192,#TheNoite,"[-1, -1, 0]",0,-1,test,voltou pra participar da casa dos artistas NUMBER na verdade hahahahah,False
862721640169451520,#videoShowAoVivo,[1],0,1,train,rafah brites sempre linda e agora mamãe mais ainda parabéns linda familia,False
865536718463574016,#maisvoce,[1],0,1,train,SOCORRO A ANA MARIA TA DE PIJAMA DE UNICÓRNIO KKK,False
861834248063504384,#TheNoite,[1],0,1,train,aqueles olhos eram hipinóticos eles se fixaram em mim quase como estivesse examinando minha alma,False
865050675754958848,#TheNoite,[-1],0,-1,train,vamo contar qtas vezes o mr catra falou tá ligado e mó barato na entrevista #TheNoite,False
864923965063614464,#TheNoite,[0],0,0,train,consolidados - SBT ( 16 / 05 ): NUMBER #SBTNotícias I NUMBER #SBTNotícias II NUMBER,False
864667619856613376,#masterchefbr,[1],0,1,train,DEUS A AZUL TEM QUE GANHAR,False
864135643940704256,#encontro,"[-1, -1, -1]",0,-1,test,vão à merda #VoltaTvGlobinho,False
865571512144846848,#encontro,"[-1, -1, -1]",0,-1,test,nao sei como aquela mulher aguenta esse homem deus me livre machista,False
865578471438770176,#encontro,[-1],0,-1,train,- quem é feio na sua família - ngm só eu que sou bonita kkkk,False
863080098345484288,#videoShowAoVivo,[-1],0,-1,train,só eu acho essa sophia abrão sem graça 😪 #VídeoShowAoVivo muito melhor o joca,False
864653708570898432,#masterchefbr,"[1, 0, 0]",0,0,test,- os amigos de fogaça tao tudo ai,False
864649636434378752,#masterchefbr,[1],0,1,train,mas POR FAVOR me digam quem saiu semana passada #MasterChefBR,False
863089166745313280,#videoShowAoVivo,[1],0,1,train,USERNAME como sempre bela e fazendo ótimo trabalho #VideoShowAoVivo,False
862310802484756480,#masterchefbr,[1],0,1,train,vale fazer maratona de pq eu tô fazendo sim bj,False
862671951466303488,#encontro,[1],0,1,train,nando reis no aaah 😍 😍 😍,False
864173744650113024,#videoShowAoVivo,[1],0,1,train,meu robertchay,False
862003058708017152,#videoShowAoVivo,[-1],0,-1,train,VIDEO SHOW TA CHATO HOJE 🌚 👐,False
863043705124655104,#encontro,[1],0,1,train,caiu um cisco no meu olho #SportGigante,False
862171856597647360,#TheNoite,"[0, 0, 0]",0,0,test,@leolins entrevista o elenco do filme #AlienConvenant 🎬 👽 😂 no USERNAME USERNAME,False
865066435583897600,#ConversaComBial,[1],0,1,train,- pensar sem gerenciamento esgota o cérebro - augusto cury #ConversaComBial,True
864682189627301888,#masterchefbr,[-1],0,-1,train,leonardo e ana luiza pra mim são indiferentes por mim os dois podiam sair de mãos dadas,False
863788910937243648,#DomingoLegal,[1],0,1,train,eu não tava preparada psicologicamente é muita saudade porraaa 😭 ❤ ️,False
863591320710938624,#altasHoras,[-1],0,-1,train,essa vanessa da mata não canta nadaaa,False
864762520048979968,#masterchefbr,[-1],0,-1,train,pq o victor B saiu do,False
864658735087706112,#masterchefbr,[1],0,1,train,atenta,False
864535089102934016,#videoShowAoVivo,[1],0,1,train,joca é magda .,False
864930118661279744,#masterchefbr,[1],0,1,train,gente quem foi o eliminado de ontem do ?,False
864889903007625216,#videoShowAoVivo,[1],0,1,train,O melhor programa de todas as tardes sucesso USERNAME USERNAME,False
864116647703064576,#encontro,[1],0,1,train,tiê maravilhosaaa no 💙,False
865549660206673920,#maisvoce,[1],0,1,train,EU TO SURTANDOOO,False
862147651487379456,#masterchefbr,[1],0,1,train,AAA ELE VOLTOU 😍 😍 😍 USERNAME USERNAME,False
862364543556739072,#masterchefbr,[-1],0,-1,train,melhor dia vai ser ver leo e miriam saindo juntinhos do,False
863390954627190784,#édecasa,[1],0,1,train,que delícia adoro cachorro ativo superativo hiperativo kkkk os meus sempre foram da agitação #EDeCasa,False
865569837208276992,#encontro,[-1],0,-1,train,esse cara na plateia só prova que precisam abrir a mente ! ! !,False
863786616955043840,#DomingoLegal,[1],0,1,train,elenco de carinha de anjo completinho no palco do,False
864656260540637184,#masterchefbr,[1],0,1,train,agora bateu a fome,False
862226703367753728,#masterchefbr,"[-1, -1, -1]",0,-1,test,N acredito q o douglas saiu,False
863594125412761600,#altasHoras,[1],0,1,train,manooo tá lê com crê hoje,False
864327600675618816,#TheNoite,"[1, 1, 1]",0,1,test,adultos com voz de criança é disparado um dos melhores quadros haha eles dublam demais 😂 😂,False
864667615435923456,#masterchefbr,[-1],0,-1,train,USERNAME eu te adoro mas por causa do resto da sua equipe eu tô torcendo pro time azul #MasterChefBR,False
863044672037548032,#encontro,[1],0,1,train,o tá tão lindo adoção é algo de uma generosidade de tanto altruísmo amar alguém e acolher sem nenhuma obrigação 🌹 ❤,False
865071442765000704,#ConversaComBial,[1],0,1,train,“ ansiedade é com S e não com C por favor ” bial eu te venero,False
862675102659379200,#encontro,[1],0,1,train,nando é o amor da minha vida mesmo,False
862314785878233088,#encontro,[1],0,1,train,adriana dando tapa na cara da sociedade juíza 👏 👏,False
863592377449099264,#altasHoras,[1],0,1,train,já pensou eu na propaganda dizendo volta já sonhooo,False
862150785420972032,#masterchefbr,[-1],0,-1,train,to nervosa pelo vitor #MasterChefBR,False
862686583513915392,#encontro,[0],0,0,train,voce perdoaria uma traiçao #ChegandoDiaDasMaesEEu #QuintaDetremuraSdv #maisvoce #Tyga,False
865664591258202112,#masterchefbr,[-1],0,-1,train,abri uma reportagem sobre pensando q eram amenidades e li spoiler das NUMBER próximas eliminadas :( tô bem triste 😭,False
864653055156944896,#masterchefbr,[1],0,1,train,raul e fogaça os maiores hidratadões que você respeita,False
862323973379510272,#encontro,[1],0,1,train,gostaria de vídeos da sandy cantando evidências no na minha mesa agora já por favor eu imploro eu preciso disso,False
862649065569472512,#maisvoce,[1],0,1,train,aninha traz esse homem lindo para cozinhar com voce ao vivo #maisvoce,False
864687045758918656,#masterchefbr,[-1],0,-1,train,NÃO QUERO VER MAS SEM A YUKO OU O VITOR B,False
862494413452447744,#masterchefbr,[-1],0,-1,train,tava vendo o ep do masterchef de ontem e mds quase tive um ataque cardíaco com o victor b,False
865135909578080256,#masterchefbr,[-1],0,-1,train,não gostei a bruxa da mirian que devia ter saído,False
865788891516850176,#ConversaComBial,[-1],0,-1,train,bial mostrando os memes da outra rede [ que roubam daqui ] sos,False
864639244534525952,#masterchefbr,[1],0,1,train,USERNAME esse sabor novo é uma homenagem ao espinho do começo da temporada do ? 😁 finalmente taioba tbm no la guapa ❤ ️,False
863575341914259456,#altasHoras,[1],0,1,train,O filho do serginho é tão LINDO ❤ 😍 😍 😍 tô chorando de emoção aqui,False
862307060985327616,#masterchefbr,[0],0,0,train,fernando é bem parecido com a caroline né meio avoado doido sei lá,False
863213346220384256,#masterchefbr,[-1],0,-1,train,minha gente ! ! ! EU NÃO ACEITO DOUGLA SAINDO DO MC,False
863375155816538112,#édecasa,[1],0,1,train,agora sim USERNAME #EDeCasa,False
864900087335587840,#videoShowAoVivo,[1],0,1,train,meu sonho #fatimabernardes é estar assim pertinho do rei fui ao show dele aqui dia NUMBER mas nao consegui nem pegar a rosa,False
865265168615387136,#videoShowAoVivo,[0],0,0,train,em vez de nub podia ser nudes ! !,False
864098379667787776,#maisvoce,[0],0,0,train,ana maria - mostra ai esse negócio de palafitas taís araujo - É BALÉ FITNESS,False
863587335841230848,#altasHoras,[-1],0,-1,train,gente que agonia desse colar de vanessa da mata parece que a garganta tá sendo perfurada sei nem como tá conseguindo cantar 😳,False
864682988633763840,#masterchefbr,[0],0,0,train,se mexerem com yuko vitor v ou ana luiza eu vou surtar sim,False
862162036154929152,#masterchefbr,[1],0,1,train,A doug é maravilhosa por ser gaúcha ou é gaúcha por ser maravilhosa teu brilho será eternamente lembrado USERNAME ❤ ️,False
862318593056407552,#encontro,[1],0,1,train,essa beleza de sandy #SandyNoEncontro,False
862879478049112064,#masterchefbr,[-1],0,-1,train,essa mirian tem um nivel de arrogancia que PUTA QUE ME PARIU mulher chata da porra #MasterChefBR,False
864651915606585344,#masterchefbr,[-1],0,-1,train,hoje tem o fogaça em A prévia só assim para eu assistir essa porcaria #MasterChefBR #APrevia,False
864698295804932096,#ConversaComBial,[1],0,1,train,assisti masterchef mas CLARO que botei pra gravar adoro as entrevistas do padre fábio de melo vou assistir agora,False
864683775619366912,#masterchefbr,[1],0,1,train,QUE ORGULHOOO #TeamAnaLuiza #FicaAnaLuiza,False
862882129373536256,#TheNoite,[1],0,1,train,CARLOS ALBERTO DE NÓBREGA QUE HOMEM #TheNoite #TheNoiteComDaniloGentili,False
864681356357455872,#masterchefbr,[-1],0,-1,train,ja duas pessoas elogiadas e o victor o único criticado torcendo pra alguém se sair pior a ponto de ser eliminado,False
862671502914748416,#encontro,[1],0,1,train,eu to adorando esse programa,False
863244256131125248,#ConversaComBial,[1],0,1,train,drauzio falando muito bem sobre sociedade e mulheres,False
863038126003978240,#encontro,[1],0,1,train,meu mozão USERNAME tá me acalmando cantando na TV 😍,False
864679865412464640,#ConversaComBial,[1],0,1,train,meu próprio USERNAME,False
865015537574838272,#masterchefbr,[-1],0,-1,train,de boa a gente tem que falar sério nesse momento que porra é essa no de exigir uma prova usando CALDO KNOR,False
863588064383426560,#altasHoras,[0],0,0,train,RALA RALANDO O TCHAN AÊ,False
864654649302953984,#masterchefbr,[1],0,1,train,começou galeraaa,False
862151429594763264,#masterchefbr,[-1],0,-1,train,eu nem ia fazer essa prova de tanta gente me olhando e fazendo mais pressão ainda,False
864654604562305024,#masterchefbr,[-1],0,-1,train,PODEPA,False
863247472247934976,#TheNoite,[0],0,0,train,não acredito que a sofia oliveira só tem NUMBER anos,False
864672486306328576,#masterchefbr,[-1],0,-1,train,pior ainda é ver essa cara de satisfação do leonardo queria que ele tivesse fora,False
864173417863553024,#videoShowAoVivo,[1],0,1,train,lindooo o look da lu ferreira joca e otaaa beijuu 😗,False
862356861986766848,#videoShowAoVivo,[1],0,1,train,paolla e o cachorro é a coisa mais fofa e LINDA desse mundo ❤,False
862895791567929344,#TheNoite,[1],0,1,train,USERNAME fazendo a festa no the noite,False
862155850357641216,#masterchefbr,[1],0,1,train,que episódio ! 😅 USERNAME,False
862147657539702784,#masterchefbr,[1],0,1,train,VITOR B B DE BEIJA A MINHA BOCA,False
865539689645617152,#maisvoce,[1],0,1,train,quando vc acha que a namaria não pode te surpreender ela vai lá e prova que pode sim ! #maisvoce,False
862169328489299968,#masterchefbr,[1],0,1,train,muito emocionada isso é,False
864665202503159808,#masterchefbr,[0],0,0,train,USERNAME e esse povo comendo tudo suado ta reclamando da lambida do dedo ? kkkk,False
863586826451288064,#altasHoras,[1],0,1,train,lindas histórias laís guerreira e o parto humanizado da bela gil lindo demais #AltasHoras vida inteligente na madrugada,False
864180127810416640,#videoShowAoVivo,[0],0,0,train,USERNAME aqui no sul nós falamos bah tche tri mas bem capaz e ainda tem muitas outras,False
865419120438906880,#ConversaComBial,[1],0,1,train,O meu amor por voces nao tem legenda e nem hora se começar NUMBER hrs estarei aqui p ver voces ! #ConversaComBial USERNAME ❤ ❤ ❤,False
865547276009127936,#maisvoce,[1],0,1,train,namaria tá impagável hoje vestida de unicórnio A tiara foi a cereja do bolo rsss #MaisVocê,False
865725673192787968,#altasHoras,[0],0,0,train,olá USERNAME gostaria da participação do fiuk no . obrigada,True
864449003622215680,#masterchefbr,[1],0,1,train,só me animo pro dia pq é dia de,False
862150799601827840,#masterchefbr,[-1],0,-1,train,aiii que nervoso !,False
863042144159899648,#encontro,[1],0,1,train,sheron menezzes emocionada ao ver as lindas histórias de adoção no ! #EuDefendoEssaCausa #TbQueroAdotar,False
865086057557241856,#ConversaComBial,[1],0,1,train,com o USERNAME ❤ amo forte USERNAME,False
862321676167651328,#masterchefbr,[-1],0,-1,train,fugindo dos spoilers do,False
864689293100548096,#ConversaComBial,[1],0,1,train,USERNAME dando aula no 👏 👏 👏,False
863081887648145408,#videoShowAoVivo,[1],0,1,train,#VídeoShowAoVivo parabéns amo o seu trabalho ❤,False
864978156217827328,#masterchefbr,[0],0,0,train,léo sai da competição,False
864536257388568576,#videoShowAoVivo,[0],0,0,train,sofia o sai de baixa passa aos sábados e não aos domingos #VideoShowAoVivo,False
864543346689273856,#videoShowAoVivo,[1],0,1,train,que cor de batom perfeita é essa amei ! !,False
864674105546682368,#masterchefbr,[-1],0,-1,train,quando eu já to meio bêbada jo bar até como a sardinha fresca pq ai nem sinto a espinha mas só assim msm #MasterChefBR,False
864693384069472256,#masterchefbr,[-1],0,-1,train,O que precisa ser feito para a mirian sair #MasterChefBR,False
863398894134321152,#édecasa,[1],0,1,train,A mãe da bia no #EDeCasa 😍,False
864613387363397632,#masterchefbr,[1],0,1,train,já estou pedindo minhas pizzas pra assistir,False
862516783093362688,#TheNoite,[1],0,1,train,maluma no MARAVILHOSO,False
863588411738861568,#altasHoras,[1],0,1,train,falta uma banda q una todas as tribos como foi o Ó o tchan,False
863002622827130880,#maisvoce,[0],0,0,train,USERNAME quando vai ter o jogo de panelas de novo ! #MaisVocê,False
864843740036440064,#encontro,[-1],0,-1,train,merda de programa ainda falam em classificação etária,False
862338028068634624,#masterchefbr,[-1],0,-1,train,ainda não me conformei que os chefs tiveram a chance da vida pra mandar a mirian embora e não o fizeram #MasterChefBR,False
864657119995408384,#masterchefbr,[0],0,0,train,hahaha eh hj heim débora 👊 👊 👊 👊 👊,False
864855216088383488,#ConversaComBial,[0],0,0,train,globo SP ( 16 / 05 ) #SessãoDaTarde NUMBER #JN NUMBER #MisterBrau NUMBER NUMBER,False
865565718871408640,#encontro,[1],0,1,train,elas já começaram o programa esquecendo a letra da música e brigando ao vivo ri mt #AsGalvão,False
864535609431511040,#videoShowAoVivo,[1],0,1,train,gritei com a USERNAME e o USERNAME barriga de nhoque kkk,False
862143863007457280,#masterchefbr,[0],0,0,train,ele passou na cachaça do quê não ouvi o resto #MasterChefBR,False
862723802307985408,#TheNoite,[0],0,0,train,consolidados - SBT ( 09 / 05 ): NUMBER #SBTNotícias I NUMBER #SBTNotícias II NUMBER,False
863692146733457408,#altasHoras,[1],0,1,train,NUMBER bom dia USERNAME acabei de chegar no meu trabalhotô morta de sonomas feliz foi incrível a tua participação no 💕,False
865208483326636032,#encontro,[-1],0,-1,train,não importa o tema você não tem jeito pra esse programa fátima bernardes #Encontro,False
865536760540831744,#maisvoce,[-1],0,-1,train,avisem a ana maria q ela já está passando dos limites,True
864654696967012352,#masterchefbr,[1],0,1,train,paola tão natural MDS como é maravilhosa,False
863386110231269376,#édecasa,[1],0,1,train,DEUS É O MAIOR DEUS É BOM DEUS É FIEL DEUS É JUSTO #edecasa,False
863017821013520384,#maisvoce,[1],0,1,train,que delicia de croquete em ana maria braga bom dia e um beijo pro louro jose,False
864683004920299520,#masterchefbr,[-1],0,-1,train,leonardo já deu o que tinha que dar,False
864683780942028800,#masterchefbr,[0],0,0,train,queria eu ter sardinha fresca pelas bandas de cá #MasterChefBR,False
862357904271212544,#videoShowAoVivo,[1],0,1,train,com uma linda homenagem parabéns USERNAME,False
863084653699321856,#videoShowAoVivo,[0],0,0,train,esse rosto quem é fã conhece nicolas prates #VídeoShowAoVivo,False
864677338977587200,#masterchefbr,[0],0,0,train,sardinhada em lata boa combina com macarronada também #MasterChefBR USERNAME,False
862147671255130112,#masterchefbr,[1],0,1,train,AJHHH ele vai cozinhar que bom MDS ❤,False
864694906387877888,#masterchefbr,[-1],0,-1,train,por mim a yuko deve ganhar esse master chef para impor respeito e acabar com esse eurocentrismo no brasil #MasterChefBR,False
864905087944204288,#videoShowAoVivo,[1],0,1,train,linda fatima teve NUMBER filhos e nem parece amo,False
864170030308708352,#videoShowAoVivo,[0],0,0,train,qual o nome desse lugar que estão comprando as roupas da manu ? 🤑,False
864687051425406976,#masterchefbr,[-1],0,-1,train,EU NAO TO ACREDITANDO MEU ESTA MORTO,False
862150180841435136,#masterchefbr,[0],0,0,train,quem sai eu não sei mas o vitu não peloamor,False
862515505898409984,#TheNoite,[1],0,1,train,maluma se divertiu muito com a anitta 😂 😂 😂 👌 😁 USERNAME USERNAME USERNAME,False
862176355206787072,#masterchefbr,[0],0,0,train,nao tem como master chef começar mais cedo e terminar mais cedo,False
864810821003747328,#masterchefbr,[0],0,0,train,quem saiu do ? estou sem TV em casa v,False
863579388402683904,#altasHoras,[1],0,1,train,vanessa maravilhosa da mata no,False
864714451077001216,#masterchefbr,[-1],0,-1,train,A eliminação mais triste dessa temporada OQUE QUE FOI ISSU #MasterChefBR,False
862518850629271552,#masterchefbr,[1],0,1,train,ansiosa pelo próximo episódio,False
862141329769459712,#masterchefbr,[1],0,1,train,achei esse chefe bem sensual,False
864670797578858496,#masterchefbr,[0],0,0,train,engordo só de olhar #MasterChefBR vamos lá,False
864905621178593280,#videoShowAoVivo,[0],0,0,train,fatima nos da uma dica pra ter esse cabelo,False
864586044779507712,#masterchefbr,[0],0,0,train,hoje é dia de ogrisse do bem USERNAME na #APrevia na sequença do louvor #masterchefbr perda não bobo 🍀 🍀 🤘,False
864896124792045568,#videoShowAoVivo,[1],0,1,train,A fatima é maravilhosa ela está muito linda com esse vestido tou amando fatima me nota te amo assim de longe kk,False
864827678871957504,#maisvoce,[0],0,0,train,bom dia ana maria mande um abraço pra mim aqui em teresina piauí #MaisVocê,False
862354300378460160,#masterchefbr,[0],0,0,train,que ep foi esse ? 😨 😨 😨 😨,False
864341038877376512,#ConversaComBial,[0],0,0,train,O pedro bial Ñ mencionou o filme gay q o rodrigo santoro fez O golpista do anoi love you philip morriscom o jim carrey,False
863882412580843520,#masterchefbr,[1],0,1,train,A tranquilidade e delicadeza da USERNAME montando o prato 😍 😍 😍 😍 😍 😍 😍 😍 😍 😍,False
864341987658539008,#ConversaComBial,[1],0,1,train,otimo hj um dos melhores so far,False
863247064049823744,#ConversaComBial,[1],0,1,train,como é bom ouvir USERNAME enxurrada de conhecimento,False
862518328321081344,#encontro,[0],0,0,train,boa noite pq meu olho nem aberto quer ficar kk amanha tentarei postar videos do #redeglobo,False
864685428783415296,#masterchefbr,[1],0,1,train,ana luiza yuko vitor B deborah e vitor V meu top NUMBER #MasterChefBR,False
862670080387186688,#encontro,[0],0,0,train,quando a mulher é bem mais nova que o homem é porque ele deve ser rico quando é ao contrário é por amor e experiência ! #Encontro,False
863081674363547648,#videoShowAoVivo,[0],0,0,train,esse vestido de USERNAME é estilo anos NUMBER #VideoShowAoVivo,False
865567583323512832,#encontro,[-1],0,-1,train,O que é ser homem de verdade gente É não ajudar na casa e achar que tudo a mulher tem que fazer que babaca meu deus,False
864127711308115968,#encontro,[-1],0,-1,train,alguém explica o atorzão ali que nem todo psicopata / sociopata vai se tornar um assassino / assassino em série PELAMOR ? #encontro,False
865791324657680384,#ConversaComBial,[0],0,0,train,estamos mudando apesar das aparências diz o juiz de direito #RaulSantiago autor da ficha limpa em,False
864703770806104064,#masterchefbr,[-1],0,-1,train,não acre que o amor da minha vida saiu não assisto mais #SaiMirian #VoltaVitorB,False
862005877355810816,#videoShowAoVivo,[0],0,0,train,até amanhã ! 📺,False
862238897107075072,#masterchefbr,[0],0,0,train,sopa de piroca kkk,False
862517559190532096,#TheNoite,[0],0,0,train,@jublackpower so foi falar dela q ela apareceu kkk #MalumaNoTheNoite,False
862785168368705536,#encontro,[1],0,1,train,USERNAME USERNAME eu amo vcsss ! ! #jesebel,False
864858073130823680,#encontro,[-1],0,-1,train,NÃO ACREDITO QUE PERDI GUI ARANTES NA FÁTIMA AAA,False
864699023021793280,#TheNoite,[1],0,1,train,hoje vai ser foda !,False
864902206033670144,#videoShowAoVivo,[0],0,0,train,ota joca vcs falando de sotaque isso pq ainda não me ouviram falar BERNARDES ! 😬 🙈,False
863041771475013632,#encontro,[1],0,1,train,esse programa está lindo derramando lágrimas aqui bjus,False
864340194157309952,#altasHoras,[1],0,1,train,eu to choraaando de rir das limitações que USERNAME faz dos cantores ! hahahahahevebegegehegege,False
863004227186176000,#maisvoce,[0],0,0,train,na minha casa quando juntamos sorvete de creme com algum refrigerante de cola chamamos de VACA MALHADA USERNAME USERNAME,False
863598648550195200,#altasHoras,[0],0,0,train,NASCEU O AQUAMAN EU TO CHORANDO,False
862139460267495424,#masterchefbr,[0],0,0,train,ligadinha no USERNAME,False
865252302269165568,#masterchefbr,[1],0,1,train,só da pra ter orgulho de ser brasileiro assistindo mesmo #Brasiliaofcards,False
864730460953468928,#masterchefbr,[0],0,0,train,consegui achar os ep de hoje do master chef ❤ foi o ep NUMBER né gente #MasterChefBR,False
862173122090414080,#masterchefbr,[0],0,0,train,master chef so teria feijoada o resto tem influencia de imigrantes de varios países,False
865177988152930304,#maisvoce,[0],0,0,train,#MaisVocê fgts não é descontado do salário,False
863572795908927488,#altasHoras,[1],0,1,train,É o tchan e vanessa da mata no mesmo lugar 💙 😍 obrigadadeus #AltasHoras,False
864818975364001792,#maisvoce,[0],0,0,train,sequência pra passar roupa eu uso roupa sem passar tenho sequência pra lavar louça pq louça não dá pra usar sem lavar #MaisVoce,False
862355995426729984,#videoShowAoVivo,[1],0,1,train,nelson xavier pra sempre nos nossos corações exemplo de profissional pessoa serena cheia de luz #VideoShowAoVivo,False
862363355746631680,#videoShowAoVivo,[1],0,1,train,USERNAME ota seu lindo adoro vocêo vídeo show fica mais lindo com você e claro o joca 😍 😍 😍,False
865536765871898624,#maisvoce,[0],0,0,train,E a namaria surpreendendo novamentecom esse pijaminha prepara que vem muitos memes por ai #MaisVoce,False
865217941490552832,#encontro,[0],0,0,train,A solução é ressignificar positivamente as palavras e os velhos ditados,False
862155207077240832,#masterchefbr,[-1],0,-1,train,ai tô nervosa,False
864893801441132544,#videoShowAoVivo,[0],0,0,train,eu acho que a fofissima E claudia raia,False
864906430536708096,#videoShowAoVivo,[0],0,0,train,quanta coisa da vida da fátima que eu não tinha visto,False
863792131642728448,#DomingoLegal,[0],0,0,train,- clipe inédito AI MDS AQUARELA O coração dispara tropeça quase para 😓 🙈 😍 ❤ #CDANoDomingoLegal,False
862717410402607104,#videoShowAoVivo,[0],0,0,train,USERNAME fez uma xerox do USERNAME chamado rocco #lindos,False
863085146999795712,#videoShowAoVivo,[1],0,1,train,USERNAME e seu olhar doce e provocante no clip do léo régis de #RockStory arrasou 😍 ❤ 👏 👏 #VídeoShowAoVivo,False
864668442758086656,#masterchefbr,[1],0,1,train,VAI AZUUL KCT,False
864637535611490304,#masterchefbr,[1],0,1,train,hoje é dia de <3 <3 <3 <3,False
864685397607165952,#masterchefbr,[-1],0,-1,train,não gosto dela não,False
863084908603990016,#videoShowAoVivo,[0],0,0,train,estamos falando do nicolas prattes que não mudou nada,False
862682641350447104,#encontro,[1],0,1,train,kashmir a música que mais amo ❤ ️,False
862317322173808640,#encontro,[1],0,1,train,sandy lançando ' respirar ' no 😍 😍 😍 O clipe tá tão lindo,False
864662753482559488,#masterchefbr,[-1],0,-1,train,chegou visita abre umas latas de ervilha meu deus ! !,False
864698770432434176,#TheNoite,[-1],0,-1,train,O PT passou por cima da vontade popular passou por cima da democracia que dizem tanto defender O povo quer se proteger #TheNoite,False
863087108541607936,#videoShowAoVivo,[0],0,0,train,mentira que o menininho de terra nostra é o nicolas 😱 se não fosse o nunca que iria lembrar 😬,False
